Label,Eigenvector Centrality,Closeness Centrality,Betweenness Centrality
Main-ThePhilosopher,0.0108,2.95,"125,034"
Main-FriendOrIdolDecision,0.0108,2.98,"51,522"
Main-HumansAreFlawed,0.0108,3.05,"32,767"
Main-CorruptPolitician,0.0108,3.05,"34,885"
Main-CyanidePill,0.0108,2.94,"105,517"
Main-Protectorate,0.0108,3.21,"12,664"
Main-CommanderContrarian,0.0108,3.04,"64,920"
Main-IWorkAlone,0.0108,2.89,"122,180"
Main-VillainousHarlequin,0.0108,2.91,"79,689"
Main-DefiantToTheEnd,0.0108,2.95,"57,493"
Main-TheInfiltration,0.0108,3.10,"52,928"
Main-TruceZone,0.0108,3.02,"59,091"
Main-TrojanPrisoner,0.0108,2.98,"54,817"
Main-MosesInTheBullrushes,0.0108,2.90,"140,998"
Main-MassHypnosis,0.0107,3.06,"35,215"
Main-MissionFromGod,0.0107,3.07,"48,311"
Main-GreatWhiteHunter,0.0107,3.14,"77,681"
Main-SecretLegacy,0.0107,2.90,"112,717"
Main-TheDon,0.0107,3.10,"50,489"
Main-ItWasAGift,0.0107,3.05,"44,625"
Main-OuterLimitsTwist,0.0107,2.92,"200,324"
Main-CarnivalOfKillers,0.0106,2.92,"61,723"
Main-TattooedCrook,0.0106,2.97,"66,535"
Main-DangerousSixteenthBirthday,0.0106,3.17,"21,989"
Main-VigilanteExecution,0.0106,3.04,"44,054"
Main-ScrewTheMoneyIHaveRules,0.0106,3.03,"63,954"
Main-DarkHorseVictory,0.0106,2.91,"230,388"
Main-ScrewYouElves,0.0106,2.91,"108,108"
Main-TheResenter,0.0106,2.84,"176,271"
Main-LordErrorProne,0.0106,2.96,"37,784"
Main-Turncoat,0.0105,3.16,"14,766"
Main-HijackedByJesus,0.0105,3.04,"45,051"
Main-TurnTheOtherCheek,0.0105,3.00,"110,030"
Main-HurtingHero,0.0105,2.97,"62,826"
Main-DoNotAdjustYourSet,0.0105,2.95,"60,861"
Main-EverybodyHatesHades,0.0105,2.91,"71,904"
Main-ChangedMyMindKid,0.0105,3.00,"59,743"
Main-IChooseToStay,0.0104,2.98,"98,021"
Main-TheParagon,0.0104,3.09,"17,004"
Main-TheMan,0.0104,3.05,"122,965"
Main-NotBrainwashed,0.0104,3.02,"19,431"
Main-KnowledgeBroker,0.0104,2.85,"129,377"
Main-MadGod,0.0104,3.09,"35,336"
Main-PhantomThief,0.0104,3.00,"128,862"
Main-SharkPool,0.0104,3.00,"74,025"
Main-EvilIsStylish,0.0103,3.07,"34,515"
Main-JerkWithAHeartOfJerk,0.0103,3.06,"53,599"
Main-TearsOfRemorse,0.0103,3.00,"41,247"
Main-DeadlyEuphemism,0.0103,3.00,"70,387"
Main-ZeroApprovalGambit,0.0103,3.07,"36,006"
Main-GetOutOfJailFreeCard,0.0102,2.85,"89,861"
Main-ALighterShadeOfGrey,0.0102,3.10,"10,756"
Main-AloneWithThePsycho,0.0102,3.07,"69,188"
Main-SealedBadassInACan,0.0102,3.00,"39,184"
Main-TryNotToDie,0.0102,2.88,"532,649"
Main-NoManOfWomanBorn,0.0102,2.97,"92,958"
Main-TheMillstone,0.0101,3.02,"53,852"
Main-BadCopIncompetentCop,0.0101,3.02,"82,326"
Main-SinkOrSwimMentor,0.0101,3.08,"33,255"
Main-ObliviouslyEvil,0.0101,2.80,"142,567"
Main-ViceCity,0.0101,3.06,"51,848"
Main-SternChase,0.0101,3.11,"54,754"
Main-SnipeHunt,0.0101,3.01,"63,333"
Main-TheCoronerDothProtestTooMuch,0.0101,2.81,"157,563"
Main-ReluctantMadScientist,0.0100,2.99,"47,905"
Main-TheFarmerAndTheViper,0.0100,2.92,"69,755"
Main-MakeAWish,0.0100,3.03,"52,915"
Main-TermsOfEndangerment,0.0100,2.85,"151,698"
Main-TortureCellar,0.0100,2.96,"126,729"
Main-EvilHasABadSenseOfHumor,0.0100,2.81,"73,089"
Main-TragicVillain,0.0100,3.03,"29,200"
Main-OffstageVillainy,0.0100,3.05,"39,307"
Main-YouMonster,0.0100,3.00,"24,109"
Main-DesperatelyLookingForAPurposeInLife,0.0099,3.04,"85,476"
Main-TrainingThePeacefulVillagers,0.0099,2.95,"96,995"
Main-OutDamnedSpot,0.0099,3.01,"78,305"
Main-StoicWoobie,0.0099,2.88,"95,210"
Main-RetiredMonster,0.0099,2.93,"59,749"
Main-RageAgainstTheMentor,0.0099,2.96,"50,841"
Main-SacredHospitality,0.0099,2.99,"102,988"
Main-PowerOfTrust,0.0099,2.84,"84,709"
Main-CoolChair,0.0099,2.83,"127,229"
Main-ReversePsychology,0.0099,3.02,"76,516"
Main-LadyMacbeth,0.0099,3.11,"31,187"
Main-ArchangelGabriel,0.0099,3.04,"80,084"
Main-TrashTalk,0.0098,2.98,"64,928"
Main-TheGodsMustBeLazy,0.0098,2.98,"37,808"
Main-SatanIsGood,0.0098,3.01,"68,578"
Main-BadassIsraeli,0.0098,3.00,"118,034"
Main-DoNotTauntCthulhu,0.0097,2.98,"29,290"
Main-KingInTheMountain,0.0097,2.92,"122,002"
Main-AvengingTheVillain,0.0097,2.95,"71,865"
Main-DeathByPragmatism,0.0097,3.03,"38,449"
Main-WillNotTellALie,0.0097,3.06,"46,528"
Main-EmotionsVsStoicism,0.0096,2.90,"86,030"
Main-AChildShallLeadThem,0.0096,3.04,"75,515"
Main-StealthMentor,0.0096,3.02,"40,690"
Main-RememberWhenYouBlewUpASun,0.0096,2.93,"50,173"
Main-LovableTraitor,0.0096,3.04,"19,547"
Main-MobWar,0.0096,2.96,"110,086"
Main-HostageSituation,0.0096,2.93,"95,663"
Main-TurnOutLikeHisFather,0.0096,3.07,"51,639"
Main-OutsideContextVillain,0.0096,2.93,"64,853"
Main-TheGoodCaptain,0.0095,2.81,"132,623"
Main-ArchnemesisDad,0.0095,2.96,"62,538"
Main-BlackmailIsSuchAnUglyWord,0.0095,3.05,"49,458"
Main-DidMomJustHaveTeaWithCthulhu,0.0095,3.03,"23,098"
Main-EasilyConqueredWorld,0.0095,2.93,"44,665"
Main-AntagonistInMourning,0.0095,2.99,"80,529"
Main-TheSoCalledCoward,0.0095,2.98,"85,724"
Main-TragicKeepsake,0.0095,3.00,"38,688"
Main-TheCassandra,0.0095,3.03,"38,287"
Main-SourSupporter,0.0095,2.95,"62,338"
Main-TurnInYourBadge,0.0095,2.95,"136,297"
Main-YouSaidYouWouldLetThemGo,0.0095,2.94,"40,682"
Main-TakeMeInstead,0.0095,2.92,"71,332"
Main-ShootTheHostage,0.0095,3.00,"48,763"
Main-IAmSpartacus,0.0095,3.02,"82,925"
Main-ItGetsEasier,0.0095,3.01,"36,709"
Main-EmpathyDollShot,0.0094,2.96,"95,000"
Main-NiceToTheWaiter,0.0094,2.91,"143,663"
Main-VanHelsingHateCrimes,0.0094,2.79,"110,751"
Main-SinsOfOurFathers,0.0094,2.97,"73,426"
Main-BloodBrothers,0.0094,3.03,"74,793"
Main-BadassPacifist,0.0094,2.98,"56,991"
Main-WarIsGlorious,0.0094,3.14,"31,292"
Main-GoodColorsEvilColors,0.0094,2.75,"174,828"
Main-GodIsGood,0.0094,3.01,"48,935"
Main-GoodRepublicEvilEmpire,0.0093,2.95,"38,850"
Main-LeanAndMean,0.0093,3.00,"50,504"
Main-CriminalDoppelganger,0.0093,3.06,"81,186"
Main-HufflepuffHouse,0.0093,2.95,"54,561"
Main-WeUsedToBeFriends,0.0093,2.97,"74,749"
Main-BreadAndCircuses,0.0093,3.01,"56,955"
Main-MightMakesRight,0.0093,3.29,"7,676"
Main-MistreatmentInducedBetrayal,0.0093,2.81,"71,566"
Main-ReformedButRejected,0.0093,2.96,"76,156"
Main-MentorArchetype,0.0092,3.31,"15,233"
Main-SleazyPolitician,0.0092,3.08,"131,085"
Main-WhatASenselessWasteOfHumanLife,0.0092,3.08,"36,578"
Main-ShutUpKirk,0.0092,3.05,"17,490"
Main-TerroristsWithoutACause,0.0092,2.99,"48,213"
Main-CriminalMindGames,0.0092,3.05,"47,303"
Main-WrittenByTheWinners,0.0092,3.02,"52,171"
Main-GildedCage,0.0092,2.92,"118,397"
Main-MuggleFosterParents,0.0092,3.08,"34,245"
Main-FearlessFool,0.0092,3.00,"46,159"
Main-ItSeemedLikeAGoodIdeaAtTheTime,0.0092,3.19,"22,310"
Main-ApeShallNeverKillApe,0.0092,3.01,"27,000"
Main-SupportingLeader,0.0092,2.96,"29,911"
Main-TheDogShotFirst,0.0091,3.04,"22,598"
Main-HaveYouToldAnyoneElse,0.0091,2.99,"63,005"
Main-VillainousRescue,0.0091,2.98,"23,492"
Main-ArmsDealer,0.0091,3.02,"132,548"
Main-NoAntagonist,0.0091,3.06,"115,057"
Main-AccidentalMurder,0.0091,3.08,"48,424"
Main-BullyHunter,0.0091,3.01,"75,561"
Main-StatingTheSimpleSolution,0.0091,2.85,"48,973"
Main-PunchClockHero,0.0091,2.87,"96,132"
Main-ChessWithDeath,0.0091,2.94,"105,715"
Main-ArchangelMichael,0.0090,2.92,"94,983"
Main-EgomaniacHunter,0.0090,3.01,"65,858"
Main-TheDarkSideWillMakeYouForget,0.0090,2.95,"37,018"
Main-TheWatcher,0.0090,3.07,"21,718"
Main-DeathIsDramatic,0.0090,2.93,"63,232"
Main-MilkmanConspiracy,0.0090,3.04,"40,790"
Main-OrphansOrdeal,0.0090,3.07,"52,500"
Main-TalkingToTheDead,0.0090,3.04,"44,549"
Main-TinTyrant,0.0089,3.03,"19,151"
Main-DwindlingParty,0.0089,2.94,"192,173"
Main-CulturedWarrior,0.0089,3.13,"28,071"
Main-SeeYouInHell,0.0089,2.74,"169,093"
Main-OldSoldier,0.0089,3.09,"37,859"
Main-ThievesGuild,0.0089,3.06,"34,522"
Main-TragicDream,0.0089,2.84,"107,054"
Main-TwilightZoneTwist,0.0089,3.12,"40,529"
Main-ManInWhite,0.0089,2.94,"135,084"
Main-FalseFriend,0.0089,3.02,"54,688"
Main-CryForTheDevil,0.0089,2.85,"102,155"
Main-DevilButNoGod,0.0089,2.93,"50,497"
Main-GetItOverWith,0.0089,3.00,"58,570"
Main-NotWorthKilling,0.0089,3.03,"16,257"
Main-SupermanStaysOutOfGotham,0.0088,2.95,"41,958"
Main-WasItAllALie,0.0088,3.06,"48,853"
Main-TheUriahGambit,0.0088,2.92,"78,260"
Main-MissedTheCall,0.0088,3.02,"21,870"
Main-TimeForPlanB,0.0088,2.99,"50,947"
Main-LetThemDieHappy,0.0088,3.00,"41,835"
Main-OpposingSportsTeam,0.0088,3.04,"121,184"
Main-FourEyesZeroSoul,0.0088,2.96,"38,478"
Main-ThePunishment,0.0088,2.99,"46,743"
Main-MortonsFork,0.0088,3.00,"50,855"
Main-CommissionerGordon,0.0087,3.06,"33,716"
Main-VileVillainSaccharineShow,0.0087,2.92,"57,996"
Main-DoomedMoralVictor,0.0087,3.02,"46,368"
Main-TheLastDance,0.0087,2.92,"48,040"
Main-AngstComa,0.0087,2.94,"77,433"
Main-KarmicTrickster,0.0087,3.13,"29,815"
Main-TheImp,0.0086,3.09,"20,584"
Main-MisanthropeSupreme,0.0086,2.86,"64,535"
Main-ContractOnTheHitman,0.0086,3.03,"83,829"
Main-DeathByMaterialism,0.0086,2.93,"55,882"
Main-TheGift,0.0086,3.05,"27,980"
Main-TheParagonAlwaysRebels,0.0086,3.01,"21,740"
Main-Deuteragonist,0.0086,2.95,"28,826"
Main-LovesTheSoundOfScreaming,0.0086,3.05,"29,886"
Main-FeetOfClay,0.0086,2.88,"62,846"
Main-OddlySmallOrganization,0.0085,2.93,"54,625"
Main-ExploitedTrope,0.0085,3.23,"12,835"
Main-WithDueRespect,0.0085,3.01,"66,059"
Main-SamaritanSyndrome,0.0085,2.81,"118,641"
Main-HitlerAteSugar,0.0085,3.02,"100,550"
Main-WouldntHurtAChild,0.0085,2.95,"48,738"
Main-DickDastardlyStopsToCheat,0.0085,3.09,"36,661"
Main-ReliableTraitor,0.0085,2.87,"63,239"
Main-DragonTheirFeet,0.0085,2.94,"38,134"
Main-EmperorScientist,0.0085,2.96,"29,878"
Main-NayTheist,0.0085,2.95,"47,423"
Main-RivalsTeamUp,0.0085,3.00,"28,641"
Main-LittleNo,0.0085,3.02,"54,244"
Main-TenLittleMurderVictims,0.0085,2.96,"140,266"
Main-GoodIsBoring,0.0084,3.04,"39,908"
Main-SealedInsideAPersonShapedCan,0.0084,3.04,"15,697"
Main-CreateYourOwnVillain,0.0084,2.90,"47,225"
Main-HeelFaceBrainwashing,0.0084,2.87,"42,648"
Main-ShootTheMessenger,0.0084,2.85,"170,328"
Main-TheDevilIsALoser,0.0084,2.95,"58,983"
Main-OffscreenVillainDarkMatter,0.0084,3.08,"19,959"
Main-ZenSurvivor,0.0083,2.93,"77,862"
Main-AlwaysLawfulGood,0.0083,3.10,"37,976"
Main-PrinciplesZealot,0.0083,3.07,"75,799"
Main-CreepyCoolCrosses,0.0083,3.05,"32,653"
Main-BoredWithInsanity,0.0083,3.07,"16,509"
Main-SerialKillerKiller,0.0083,3.10,"25,357"
Main-EvilCripple,0.0083,2.95,"93,590"
Main-TheFamilyForTheWholeFamily,0.0082,2.97,"70,835"
Main-TheIlluminati,0.0082,2.99,"52,156"
Main-MyCard,0.0082,3.05,"36,161"
Main-PoliceState,0.0082,3.04,"58,870"
Main-AccidentalHero,0.0082,3.05,"149,396"
Main-BadassAngster,0.0082,2.92,"40,845"
Main-DarkSecret,0.0082,3.11,"73,653"
Main-DontFearTheReaper,0.0082,2.97,"95,534"
Main-DeadSidekick,0.0082,3.06,"18,362"
Main-NGOSuperpower,0.0082,2.97,"60,161"
Main-MirrorMoralityMachine,0.0082,3.09,"15,185"
Main-ThePresidentsDaughter,0.0082,3.03,"57,002"
Main-VictoryIsBoring,0.0082,2.95,"40,675"
Main-RedemptionQuest,0.0082,3.10,"45,759"
Main-HomeSweetHome,0.0082,2.99,"64,112"
Main-HoldingOutForAHero,0.0082,2.91,"63,950"
Main-CostumeCopycat,0.0081,3.02,"32,656"
Main-StrawHypocrite,0.0081,3.06,"25,686"
Main-LoanShark,0.0081,2.96,"76,519"
Main-InterserviceRivalry,0.0081,2.98,"58,680"
Main-ComeToGawk,0.0081,2.94,"68,680"
Main-FakeKing,0.0081,2.97,"52,711"
Main-ExtremeMeleeRevenge,0.0081,2.97,"38,955"
Main-VetinariJobSecurity,0.0081,2.98,"39,621"
Main-SomeoneHasToDie,0.0080,2.95,"38,242"
Main-YouthIsWastedOnTheDumb,0.0080,3.10,"35,840"
Main-UnderestimatingBadassery,0.0080,2.92,"45,939"
Main-SlouchOfVillainy,0.0080,2.93,"46,848"
Main-CloakAndDagger,0.0080,3.03,"69,189"
Main-TheCowl,0.0080,2.87,"84,780"
Main-RightHandVersusLeftHand,0.0080,2.99,"37,494"
Main-HalfTruth,0.0080,2.93,"81,447"
Main-DeadManWriting,0.0080,2.86,"114,129"
Main-FinalSolution,0.0080,3.05,"25,597"
Main-IAmWho,0.0080,2.98,"78,809"
Main-DeanBitterman,0.0080,3.06,"52,306"
Main-HeroSecretService,0.0079,3.04,"20,905"
Main-SuicidalCosmicTemperTantrum,0.0079,2.90,"39,543"
Main-VillainWorld,0.0079,2.96,"25,613"
Main-FightingYourFriend,0.0079,3.01,"23,242"
Main-ShamingTheMob,0.0079,3.01,"48,058"
Main-ToBeLawfulOrGood,0.0079,2.86,"91,567"
Main-TheFightingNarcissist,0.0079,3.03,"24,373"
Main-TheGoodTheBadAndTheEvil,0.0079,2.89,"34,048"
Main-SanityHasAdvantages,0.0078,3.00,"17,167"
Main-ChronicVillainy,0.0078,2.99,"26,870"
Main-WitchHunt,0.0078,2.98,"87,754"
Main-Ambadassador,0.0078,3.05,"15,843"
Main-AndThenWhat,0.0078,3.02,"33,608"
Main-InternalAffairs,0.0078,3.05,"86,785"
Main-BriarPatching,0.0078,2.97,"94,266"
Main-TheUnchosenOne,0.0078,3.01,"27,444"
Main-IWishedYouWereDead,0.0078,2.94,"71,767"
Main-PickOnSomeoneYourOwnSize,0.0077,2.95,"30,810"
Main-TheKnightsTemplar,0.0077,3.11,"74,508"
Main-TortureAlwaysWorks,0.0077,3.03,"33,096"
Main-DidYouJustScamCthulhu,0.0077,2.95,"28,380"
Main-GenreDeconstruction,0.0077,2.63,"454,234"
Main-WhiteAndGreyMorality,0.0077,2.96,"67,951"
Main-TalkingYourWayOut,0.0077,2.98,"28,913"
Main-ConflictingLoyalty,0.0077,2.92,"128,956"
Main-CourtroomEpisode,0.0077,3.08,"30,574"
Main-UnderdogsNeverLose,0.0077,3.09,"136,001"
Main-IWillProtectHer,0.0077,2.96,"42,437"
Main-DestructiveSaviour,0.0077,2.94,"60,700"
Main-ThePurge,0.0076,3.12,"15,433"
Main-HeroicBystander,0.0076,3.02,"63,416"
Main-TheSpymaster,0.0076,2.96,"150,709"
Main-PleaseDontLeaveMe,0.0076,3.01,"68,472"
Main-ComplainingAboutRescuesTheyDontLike,0.0076,2.97,"43,477"
Main-TeamRocketWins,0.0076,3.00,"65,279"
Main-MurderByCremation,0.0076,2.93,"118,150"
Main-ProfessionalButtKisser,0.0076,3.13,"12,659"
Main-BastardBastard,0.0076,2.94,"112,191"
Main-NeverSplitTheParty,0.0076,3.14,"18,729"
Main-JudgeJuryAndExecutioner,0.0076,2.93,"52,373"
Main-BeliefMakesYouStupid,0.0076,3.04,"48,582"
Main-CallingCard,0.0076,3.06,"37,431"
Main-ActionFilmQuietDramaScene,0.0075,2.98,"79,305"
Main-ComplexityAddiction,0.0075,2.97,"26,070"
Main-TheMagnificentSevenSamurai,0.0075,2.97,"33,333"
Main-IdealHero,0.0075,3.16,"4,771"
Main-BaitTheDog,0.0075,2.94,"30,947"
Main-HanlonsRazor,0.0075,3.01,"50,061"
Main-EvilVirtues,0.0075,3.16,"12,190"
Main-GoodIsOldFashioned,0.0075,2.98,"51,107"
Main-AHouseDivided,0.0075,3.05,"60,046"
Main-MachiavelliWasWrong,0.0075,2.96,"26,649"
Main-TwitchyEye,0.0075,3.00,"36,458"
Main-InherentInTheSystem,0.0074,3.03,"40,256"
Main-FinishHim,0.0074,3.12,"11,592"
Main-ArsonMurderAndLifeSaving,0.0074,3.05,"34,657"
Main-RabidCop,0.0074,3.19,"49,062"
Main-FeudEpisode,0.0074,3.04,"42,271"
Main-PutDownYourGunAndStepAway,0.0074,2.97,"48,550"
Main-TheMutiny,0.0074,3.00,"50,764"
Main-TerminatorTwosome,0.0073,3.03,"34,599"
Main-DudeWheresMyReward,0.0073,3.02,"38,732"
Main-ItSucksToBeTheChosenOne,0.0073,2.99,"32,853"
Main-FlayingAlive,0.0073,3.00,"33,951"
Main-ChainedToARailway,0.0073,3.01,"86,339"
Main-StrikeMeDownWithAllOfYourHatred,0.0073,2.94,"26,561"
Main-ResignationsNotAccepted,0.0073,3.00,"44,004"
Main-GlorySeeker,0.0073,3.22,"8,292"
Main-LetsFightLikeGentlemen,0.0073,2.93,"66,389"
Main-ThisIsThePartWhere,0.0073,2.96,"64,477"
Main-BigBookOfWar,0.0073,3.01,"28,452"
Main-LondonGangster,0.0073,3.07,"113,495"
Main-SarcasticDevotee,0.0073,2.91,"81,936"
Main-SinisterSurveillance,0.0072,2.97,"109,303"
Main-JesusWasWayCool,0.0072,3.01,"111,898"
Main-YouCouldHaveUsedYourPowersForGood,0.0072,3.07,"11,310"
Main-PrideBeforeAFall,0.0072,3.00,"30,115"
Main-ClockKing,0.0072,3.07,"26,326"
Main-PureIsNotGood,0.0072,2.97,"41,782"
Main-DiedHappilyEverAfter,0.0072,3.09,"28,943"
Main-TheComputerIsYourFriend,0.0072,2.99,"41,216"
Main-TheManBehindTheCurtain,0.0072,3.00,"33,502"
Main-NeutralNoLonger,0.0071,3.02,"14,194"
Main-AGlassOfChianti,0.0071,3.01,"61,214"
Main-KillThePoor,0.0071,3.09,"47,754"
Main-DiesWideShut,0.0071,2.98,"52,962"
Main-TheProfiler,0.0071,2.98,"57,127"
Main-DontMakeMeDestroyYou,0.0071,3.04,"12,250"
Main-NothingPersonal,0.0071,3.07,"27,093"
Main-NewEraSpeech,0.0071,2.85,"96,449"
Main-GenocideBackfire,0.0071,2.97,"29,303"
Main-ThePaladin,0.0071,2.99,"92,807"
Main-VillainOverride,0.0071,2.97,"15,428"
Main-RevealingCoverup,0.0071,3.02,"161,726"
Main-UnreliableExpositor,0.0070,3.07,"80,498"
Main-HellOnEarth,0.0070,3.07,"20,534"
Main-TheMenFirst,0.0070,3.00,"46,719"
Main-IJustWantToBeBadass,0.0070,3.00,"40,340"
Main-JerkassHasAPoint,0.0070,3.00,"49,825"
Main-WhatIsEvil,0.0070,3.01,"32,286"
Main-PropagandaMachine,0.0070,3.08,"31,090"
Main-RightWingMilitiaFanatic,0.0070,2.96,"111,260"
Main-NotMyDriver,0.0070,2.98,"84,397"
Main-NotInThisForYourRevolution,0.0070,3.08,"17,432"
Main-BodyguardBetrayal,0.0070,2.98,"68,340"
Main-UnfriendlyFire,0.0070,2.88,"80,862"
Main-NiceJobBreakingItHerod,0.0070,2.89,"62,039"
Main-TheExtremistWasRight,0.0069,2.96,"37,671"
Main-BornInTheWrongCentury,0.0069,2.85,"178,901"
Main-OneLastJob,0.0069,3.30,"41,214"
Main-EmbarrassingRescue,0.0069,2.99,"24,807"
Main-AncientTradition,0.0069,3.10,"28,186"
Main-ObliviousGuiltSlinging,0.0069,3.03,"21,711"
Main-RightMakesMight,0.0069,2.97,"27,562"
Main-PyrrhicVillainy,0.0068,2.97,"35,417"
Main-ConspiracyRedemption,0.0068,3.07,"18,225"
Main-SecretIdentityIdentity,0.0068,2.96,"48,071"
Main-WithUsOrAgainstUs,0.0068,3.07,"27,468"
Main-TheFamilyThatSlaysTogether,0.0068,3.04,"23,085"
Main-OffOnATechnicality,0.0068,3.14,"44,030"
Main-TheChosenZero,0.0068,3.05,"14,207"
Main-ShootYourMate,0.0068,2.93,"54,703"
Main-PaintItBlack,0.0068,2.99,"17,276"
Main-YouWillBeSpared,0.0068,2.91,"37,937"
Main-DeathsHourglass,0.0068,3.07,"27,390"
Main-Paparazzi,0.0068,2.97,"97,960"
Main-FramingTheGuiltyParty,0.0068,3.06,"45,165"
Main-NeverSpeakIllOfTheDead,0.0068,2.98,"42,094"
Main-CementShoes,0.0068,3.13,"10,806"
Main-HeelFaceMole,0.0068,2.94,"49,797"
Main-JusticeWillPrevail,0.0068,3.10,"12,228"
Main-SchoolForScheming,0.0068,3.14,"17,807"
Main-HumanityOnTrial,0.0068,3.09,"24,140"
Main-HisNameIs,0.0068,3.04,"35,891"
Main-NeverHurtAnInnocent,0.0068,2.91,"60,456"
Main-BeleagueredBureaucrat,0.0067,3.14,"28,008"
Main-KlingonScientistsGetNoRespect,0.0067,3.18,"17,051"
Main-HowDareYouDieOnMe,0.0067,2.98,"47,550"
Main-NeverGotToSayGoodbye,0.0067,3.05,"82,398"
Main-Confessional,0.0067,2.90,"116,915"
Main-ReportsOfMyDeathWereGreatlyExaggerated,0.0067,2.96,"48,673"
Main-MultiversalConqueror,0.0067,2.91,"52,599"
Main-RedemptionEarnsLife,0.0067,3.04,"16,346"
Main-FightingForSurvival,0.0067,3.07,"16,504"
Main-CapeBusters,0.0067,2.98,"32,964"
Main-PussInBoots,0.0067,2.94,"73,054"
Main-TheOnlyOne,0.0067,3.02,"31,431"
Main-IronLady,0.0067,3.01,"96,444"
Main-HeroBall,0.0067,3.20,"61,895"
Main-LuxuryPrisonSuite,0.0067,3.10,"47,103"
Main-RuleOfEmpathy,0.0067,2.95,"104,993"
Main-MonsterSobStory,0.0066,2.89,"64,777"
Main-AwakeningTheSleepingGiant,0.0066,2.97,"42,191"
Main-StoryboardingTheApocalypse,0.0066,2.96,"27,595"
Main-BalancingDeathsBooks,0.0066,3.04,"31,368"
Main-DidYouActuallyBelieve,0.0066,2.92,"31,980"
Main-NeverSuicide,0.0066,3.07,"41,859"
Main-NoNonsenseNemesis,0.0066,3.02,"20,690"
Main-UnwantedRescue,0.0066,2.83,"83,964"
Main-TheOmniscient,0.0066,2.98,"54,538"
Main-WouldNotShootACivilian,0.0066,3.05,"18,736"
Main-LeaveBehindAPistol,0.0066,3.00,"48,437"
Main-CentralTheme,0.0066,2.83,"128,608"
Main-BadIsGoodAndGoodIsBad,0.0066,2.89,"89,922"
Main-RussianRoulette,0.0066,2.88,"197,616"
Main-WindmillCrusader,0.0065,3.12,"52,958"
Main-IfIWantedYouDead,0.0065,3.01,"18,839"
Main-NotAGame,0.0065,3.03,"28,095"
Main-MysteriousParent,0.0065,3.10,"11,388"
Main-SpiritedCompetitor,0.0065,3.13,"9,746"
Main-InsaneEqualsViolent,0.0065,3.01,"27,626"
Main-ObstructiveCodeOfConduct,0.0065,3.06,"20,519"
Main-AttendingYourOwnFuneral,0.0065,3.02,"90,629"
Main-RebelliousSpirit,0.0065,2.94,"58,649"
Main-NameOfCain,0.0064,2.88,"68,724"
Main-ScryVsScry,0.0064,2.95,"35,867"
Main-EvilPoacher,0.0064,3.11,"81,565"
Main-HeartTrauma,0.0064,2.97,"30,199"
Main-LawEnforcementInc,0.0064,3.06,"106,217"
Main-HitchhikerHeroes,0.0064,3.09,"72,817"
Main-SwordOverHead,0.0064,3.04,"24,606"
Main-YouAreWhatYouHate,0.0064,3.04,"43,973"
Main-TheDragAlong,0.0064,3.05,"31,820"
Main-JurisdictionFriction,0.0064,3.04,"41,165"
Main-InadequateInheritor,0.0064,2.90,"88,121"
Main-FigureItOutYourself,0.0064,3.07,"26,134"
Main-TheFrenchRevolution,0.0064,2.94,"138,028"
Main-SilentScapegoat,0.0064,2.98,"30,414"
Main-DressCodedForYourConvenience,0.0064,3.14,"16,470"
Main-InTheEndYouAreOnYourOwn,0.0064,3.02,"26,461"
Main-InfallibleBabble,0.0064,3.04,"45,013"
Main-ManiacMonkeys,0.0064,2.96,"42,551"
Main-DeceasedParentsAreTheBest,0.0063,3.05,"26,386"
Main-FalseInnocenceTrick,0.0063,3.09,"11,239"
Main-ForcedPrizeFight,0.0063,3.00,"23,695"
Main-TheScapegoat,0.0063,3.13,"16,058"
Main-EvilInc,0.0063,3.15,"32,453"
Main-JoinOrDie,0.0063,3.06,"26,636"
Main-ItsWhatIDo,0.0063,2.97,"17,936"
Main-ZerothLawRebellion,0.0063,3.03,"31,965"
Main-NobleBigotWithABadge,0.0063,3.05,"43,905"
Main-DemonSlaying,0.0063,2.86,"85,229"
Main-UntrustingCommunity,0.0063,3.02,"16,869"
Main-EasyEvangelism,0.0063,2.96,"168,262"
Main-AHellOfATime,0.0063,3.09,"95,965"
Main-DamnItFeelsGoodToBeAGangster,0.0063,3.05,"45,732"
Main-GladiatorRevolt,0.0063,3.07,"28,897"
Main-AllForNothing,0.0062,3.07,"18,099"
Main-ShadesOfConflict,0.0062,3.09,"26,917"
Main-ConservationOfCompetence,0.0062,3.02,"23,942"
Main-MaddenIntoMisanthropy,0.0062,3.09,"43,711"
Main-ItWorksBetterWithBullets,0.0062,2.94,"106,874"
Main-RecklessSidekick,0.0062,2.96,"42,222"
Main-MistakenForMurderer,0.0062,3.00,"57,376"
Main-GangBangers,0.0062,3.08,"48,705"
Main-ModernMajorGeneral,0.0062,3.11,"15,974"
Main-AggressiveNegotiations,0.0062,3.10,"11,753"
Main-MoreExpendableThanYou,0.0062,2.90,"30,771"
Main-AteHisGun,0.0062,3.05,"52,641"
Main-VillainousIncest,0.0061,2.94,"59,883"
Main-UnwillingSuspension,0.0061,3.00,"41,879"
Main-HiddenVillain,0.0061,3.05,"14,561"
Main-SarcasticClapping,0.0061,2.86,"55,489"
Main-TheLastDJ,0.0061,3.01,"87,399"
Main-DecapitationPresentation,0.0061,2.88,"108,982"
Main-WasItReallyWorthIt,0.0061,3.04,"24,252"
